upstream_base	a5a61806e434ef22141b622db989087fbba8ed21	upstream_head	1d507dad90812cd0873b151aac60ad7bff5127b6	local_head	6e98b45cb (worktree has concurrent changes; ddnet-libs fork 24a9a5e3c22f)
commit	date	subject	patch_equivalence	disposition	module	dependencies	notes	validation
d2a9a221f9df8335f7ec5e5d5dad66b5aa7219c1	2026-08-28	Fix envelope scale hotkey being enabled when dialog/popup is open (#12725)	merge-commit	covered-by-c2cea3f30	editor/envelope	c2cea3f30	Merge wrapper; current editor guards the hotkey against dialog, popup and text-input focus.	Source audit
3620ff369bca02e8c48ffca2e106c240a4255346	2026-05-30	Move multiview functions to `game/client/multiview.cpp`	candidate	not-applicable	client/multiview refactor		Source organization only; current tree already uses the extracted module and no behavior patch is needed.	Source audit
5c9640536735a77e1acc044b6ea822a779f89ed1	2026-08-29	Move multiview functions to `game/client/multiview.cpp` (#12737)	merge-commit	not-applicable	client/multiview refactor	3620ff369	Merge wrapper for an already-present source reorganization.	No separate cherry-pick
ceb86ada94ad07e47082646204ec31b88d634b88	2026-08-29	Do not abort HTTP requests in destructors	candidate	adapted-local	client/serverbrowser HTTP		Local commit e8c873823 adds explicit server-browser Shutdown before HTTP/JobPool teardown, moves Abort out of request-owning destructors, clears skin request pointers, and serializes master chooser request startup against Shutdown.	game-client build; C++ 2924/2924; lifecycle contract tests; runtime HTTP shutdown smoke pending
8e57ffcb43d1945abc3c1168194ca8174e70c3d0	2026-08-17	Fix `IHttpRequest::OnData` result not being checked with Emscripten	candidate	deferred-platform	engine/http		当前仅有 curl HTTP 实现，缺少 http_emscripten.cpp/.h；不能套用桌面路径。待 Web/Emscripten 批次成组适配。	Platform-specific audit
98ca8c95fcc8d7cf1bf7012c5c0cca14a67c5d16	2026-08-17	Check `MaxResponseSize` during `OnProgress` with Emscripten	candidate	deferred-platform	engine/http		当前未编译 Emscripten backend；待 Web/Emscripten 批次成组适配。	Platform-specific audit
a073f12ab81cf7914ec01afbddda3986cd98a060	2026-08-21	Only allow `https://` requests with Emscripten	candidate	deferred-platform	engine/http		仅适用于 Emscripten fetch 安全策略，当前 QmClient 无该 backend。	Platform-specific audit
b53c14c0532c475a91efd4b7959d6650a48f0a41	2026-08-21	Add `emscripten_fetch_unpack_response_headers` null check	candidate	deferred-platform	engine/http		当前无 Emscripten response-header 解包路径。	Platform-specific audit
b611680edc0e424ef735f68b4140fa157dcb0c59	2026-08-22	Only use transfer timeout instead of connect timeout for Emscripten	candidate	deferred-platform	engine/http		仅适用于 Emscripten transfer timeout 语义，待 Web 目标恢复时适配。	Platform-specific audit
021dfd5c02a10da855937e396d6014b6cf68cdcb	2026-08-22	Improve thread safety when aborting Emscripten HTTP requests	candidate	deferred-platform	engine/http		当前无 Emscripten fetch abort 线程路径；待 Web/Emscripten 批次成组适配。	Platform-specific audit
944ac7b28ef1a7bbc29943800893568d9eba5388	2026-08-30	Fix various issues of Emscripten HTTP implementation (#12739)	merge-commit	deferred-platform	engine/http Emscripten	8e57ffcb4,021dfd5c0	Current tree has no Emscripten fetch backend; absorb this only as a complete Web platform batch.	Web/Emscripten batch pending
b427813d2dbb9ba9462b1df6854bcfcd5b44f96b	2026-08-31	Fix econ ban not actually dropping client if `ec_bantime` non-zero	merge-commit	covered-by-045cce7561	engine/econ	045cce7561	Upstream merge wrapper; local econ adaptation always drops after optional ban.	Source-contract test; TCP reconnect integration pending
4b72deffe656d008d6b80907d04fe6b005fd2134	2026-08-31	Fix skin metrics potentially not being reset before loading (#12741)	merge-commit	covered-by-03407db9e6	client/skins	03407db9e6	Upstream merge wrapper; local PrepareSkinData reset covers repeated cache/download preparation.	2919 C++ tests; default gate only unrelated net_test.cpp format failure
045cce7561926308e5c4b99f563ee39e61f972a1	2026-08-31	Fix econ ban not actually dropping client if `ec_bantime` non-zero	candidate	adapted-local	engine/econ		Always drops the current ECON client after the third failed password; optional address ban remains controlled by ec_bantime.	Local commit fb5e04c01; 2919 C++ tests; TCP reconnect integration pending
03407db9e6cd1c1269b8f7cc2e30ce68d2562f46	2026-08-30	Fix skin metrics potentially not being reset before loading	candidate	adapted-local	client/skins		Reset metrics before writing the current skin plan in PrepareSkinData, matching the local reused-output lifecycle.	Local commit fb5e04c01; 2919 C++ tests; default gate only unrelated net_test.cpp format failure
eb56d7e2bdd88c21c81485ce5f5902c002d35cc6	2026-08-31	client: Fix iOS App Store upload validation	candidate	adapted-local	iOS bundle validation		Raise IOS_DEPLOYMENT_TARGET default to 15.0 and add UIRequiresFullScreen plus CoreBluetooth purpose strings to Info.plist; preserve QmClient SDL/OpenGL ES path.	Desktop game-client and C++ tests pass; iOS bundle/App Store validation pending
211a6b4e5	2026-08-31	client: Fix iOS App Store upload validation	merge-commit	covered-by-eb56d7e2	iOS bundle validation	eb56d7e2	Merge wrapper covered by local iOS adaptation.	No separate cherry-pick
b3bc9f18c	2026-08-31	Refactor graphics color setters	candidate	adapted-local	graphics API		Replace CColorVertex/SetColorVertex with SetColor2/SetColor4, retain QmClient SetColor4Raw and migrate moving-tiles, graph, map and settings call sites.	game-client build and 2914/2914 C++ tests pass
ba7a652d4	2026-08-31	Comment where popup code is implemented in ui.h	candidate	not-applicable	UI comments		Comment-only upstream change; no behavior or compatibility impact.	Source audit
1d507dad9	2026-08-31	Refactor graphics color setters	merge-commit	covered-by-b3bc9f18	graphics API	b3bc9f18	Merge wrapper covered by local graphics API adaptation.	No separate cherry-pick
